primaryTitle,titleType,genres,directors,writers,averageRating,numVotes,actors,original_language,production_companies,release_date,budget,revenue,runtime,keywords,trailer_views,trailer_likes
Lucky Lady,movie,"Comedy,Crime,Drama",Stanley Donen,"Willard Huyck,Gloria Katz",5.2,1420.0,"John Hillerman,Annabelle Dayne,Robert Grubb,Tom Byron,Michael Hordern,Candy Conner,E.Z. Ryder,Geoffrey Lewis,Kaylan Nicole,Burt Reynolds,Peter O'Brien,Vince Vouyer,Vanessa Chase,Steve Drake,Charley Chase,Val Avery,Andrew McFarlane,Gerard Kennedy,Brett Climo,Brick Danger,Lenore Smith,Rebecca Gibney,Terry Gill,Val Jellay,Liz Burch,John McLiam,Robby Benson,Gene Hackman,Anthony Holland,Liza Minnelli,Misty Rain,Olivia",en,Gruskoff/Venture Films,1975-12-25,13000000.0,24441725.0,118.0,prohibition era-san diego california-liquor-bootlegging-1930s,6158221.856139582,6831569.420099484
"Madrid, Costa Fleming",movie,Comedy,José María Forqué,"José María Forqué,Ángel Palomino,Hermógenes Sáinz",4.5,23.0,"Xan das Bolas,Frank Clement,Pedro Civera,Isabel Bauza,Francisco Cecilio,Alfonso Castizo,Luis Barbero,Rafael Arcos,Juana Azorín,Miguel Ayones",es,Producciones Cinematográficas Orfeo,1976-04-26,0.0,332528.0,90.0,madrid spain-based on novel or book,205042.95542582765,115966.96844437934
The Man Who Would Be King,movie,"Adventure,Drama,War",John Huston,"John Huston,Gladys Hill,Rudyard Kipling",7.7,53433.0,"Mark Sheppard,Deka Beaudine,John Tench,Jack May,Robert Ginty,James Stephens,Michael Caine,Tom Fitzsimmons,Demore Barnes,Stacey Nelkin,Albert Moses,Jensen Ackles,Christopher Plummer,Sean Connery,Jim Beaver,Francis L. Sullivan,Karroom Ben Bouih,John Houseman,James Keane,Jared Padalecki,Jonathan Segal,Paul Antrim,Don Porter,Misha Collins,Michael Bardach,Larbi Doghmi,Mohammad Shamsi,Sonya Salomaa,Sandy Robson,Saeed Jaffrey,Francine Tacker",en,Persky-Bright Productions-Devon,1975-12-03,8000000.0,12678.0,129.0,robbery-journalist-gold-cheating-treasure-coronation-con man-british army-british empire-friends-soldier-king-battle-ruler-based on short story-19th century-british raj,6384.229443345155,4692.989228421538
Terror of Mechagodzilla,movie,"Adventure,Family,Fantasy","Ishirô Honda,Jun Fukuda",Yukiko Takayama,6.1,6131.0,"Tomoe Mari,Yasuko Agawa,Tôru Ibuki,Akihiko Hirata,Tomoko Ai,Tadao Nakamaru,Toru Kawai,Shin Roppongi,Katsuhiko Sasaki,Gorô Mutsumi,Katsumasa Uchida",ja,TOHO-Toho Eizo Co.,1975-03-15,0.0,970000.0,83.0,kaiju,696777.8627449112,318859.817049927
Nashville,movie,"Comedy,Drama,Music",Robert Altman,Joan Tewkesbury,7.6,29632.0,"Leonard C. Jones,Gemma Whelan,Nancy Mobley,Jason Nelson,Ned Beatty,Maisy Stella,Bill Graves,Ed Gamble,Noël Wells,Eric Wareheim,Aziz Ansari,Max Maser,Lena Waithe,Tony Hale,Karlos Anazalotta,Veronica Munoz,Sam Palladio,Dan Rogers,Connie Britton,Tony Caudill,Terry Clements,Charles Esten,David Arkin,Nikki Nova,Timothy Brown,John Rumble,J. Anthony P. Montilla,Rikke Bilde,Jimmy Bannos Jr.,Christopher Lee Parson,Phyllis Ellis,Raúl Cimas,Ashe Parker,Barbara Baxley,Thomas Nielsen,Randy Horte,Jake Speck,Lennon Stella,Kristin Beringson,Samuel Whited,Geraldine Chaplin,Karen Black,Doug Trapp,Juan Carlos Muñoz,Keith Carradine,Kumail Nanjiani,Bob Johnson,Trey Cioccia,Michael McNally,Bart Rochon,Heath Brandon,Gary Gray,David Alford,Wesley Paine,Sal Avila,Chris Carmack,Clare Bowen,Edu Galán,Bobby Tisdale,Lexi Giovagnoli,Angelica Sin,Hayden Panettiere,Rose Opengart,RayVeness,Taylor-Rae,Taran Killam,Jonathan Jackson,Jackie Laurian Long,Kenyatta Berry,Robert DoQui,Joshua Hedley,Nicole Neuman,Jens Jørn Spottag,Michael Ramos,Bradley Whitford,Amy Hoggart,Ronee Blakley,Aubrey Plaza,Shelley Duvall",en,Paramount-ABC Entertainment,1975-06-11,2200000.0,9991258.0,160.0,country music-music festival-satire-candidate-nashville tennessee-multiple storylines-presidential campaign-celebrity worship-rally-nashville-both kinds of music,7355984.99446367,2980057.8735116348
One Flew Over the Cuckoo's Nest,movie,Drama,Milos Forman,"Lawrence Hauben,Bo Goldman,Ken Kesey,Dale Wasserman",8.7,1109537.0,"Hilde Uitterlinden,Michael Berryman,Mehdi Hashemi,Johnny de Mol,Shila Khodadad,Enn Reitel,Louise Fletcher,Alonzo Brown,Malcolm Frederick,Christopher Villiers,Nasim Adabi,Luk Wyns,Catherine Schell,William Duell,Mohammad Bahrani,Manou Kersting,Mwako Cumbuka,Frank Lammers,Chris Willemsen,Peter Brocco,Alan Shearman,Nazanin Bayati,Jeremy Nicholas,Abigail Cruttenden,Eddy Faus,Mahnaz Afshar,Siamak Ansari,Frank Aendenboom,Scatman Crothers,Houman Seyyedi,Danny DeVito,Veerle Dejonghe,Toni Palmer,Tim Wylton,Bahareh Kian Afshar,Jack Nicholson,Amir Mahdi Jule,Dean R. Brooks,Donald Sutherland,Kimberley Klaver",en,Fantasy Films,1975-11-19,3000000.0,10898127.5,133.0,nurse-mentally disabled-based on novel or book-oregon usa-lunatic asylum-insane asylum-friendship-hospital-medication-female villain-shock treatment,2949972.4812843385,3342688.35258132
Picnic at Hanging Rock,movie,"Drama,Mystery",Peter Weir,"Joan Lindsay,Cliff Green",7.4,43082.0,"Vivean Gray,Jacki Weaver,Lola Bessis,Jane Vallis,Inez Currõ,Karen Robson,Rachel Roberts,Ruby Rees,Anne-Louise Lambert,Natalie Dormer,Helen Morse,Madeleine Madden,Lily Sullivan,Kirsty Child,Frank Gunnell,Harrison Sloan Gilbertson,Tony Llewellyn-Jones,Samara Weaving,Yael Stone,Philip Quast",en,Australian Film Commission-McElroy & McElroy-Picnic Productions Pty. Ltd.-British Empire Films Australia,1975-09-02,0.0,84744.0,117.0,based on novel or book-australia-orphanage-girls' boarding school-hanging rock-thriller-coming of age-cult film-atmospheric-valentine's day-inspired by true story-early 1900s,19227.307408463857,23756.09752662956
Deep Red,movie,"Horror,Mystery,Thriller",Dario Argento,"Dario Argento,Bernardino Zapponi",7.5,44924.0,"Clara Calamai,Macha Méril,Aldo Bonamano,John de Lancie,Diana Prince,Tobin Bell,Daria Nicolodi,Reyna Young,Sharon Alexander,David Miranda,Giuliana Calandra,John Bloom,Ken Constantine,Lisa Collins,Brian Hagen,Yedidya Vital,Michael Biehn,Eros Pagni,Gabriele Lavia,David Hemmings,John Alden,Lindsey Haun,Sam Meneshian,Glauco Mauri,Kevin Page,Peter Tudosio,Piero Mazzinghi,Daniel W. Barringer,Willie Tarts,Oshri Sahar,Natalie Popovich,Chayse Dacoda,Michael Des Barres",it,Seda Spettacoli-Rizzoli Film,1975-03-07,0.0,2864091.0,127.0,murder-reporter-whodunit-psychic-pianist-proto-slasher,117904.70137432731,617827.8248212727
The Rocky Horror Picture Show,movie,"Comedy,Horror,Musical",Jim Sharman,"Richard O'Brien,Jim Sharman",7.4,173978.0,"Lucie Bellet,Barry Bostwick,Peter Hinwood,Meat Loaf,Brad Jones,Charles Gray,Jonathan Adams,Richard O'Brien,Nell Campbell,Rino Romano,Tim Curry,Patricia Quinn,Susan Sarandon",en,20th Century Fox-Michael White Productions,1975-08-14,1200000.0,11289231.9,100.0,transvestism-transylvania-sexual identity-rock 'n' roll-transvestite-time warp-group sex-castle-seduction-musical-sex addiction-based on play or musical-cross dressing-cult film-homoeroticism-psychotronic-lgbt interest,6180715.210967703,3842934.466536745
Rollerball,movie,"Action,Sci-Fi,Sport",Norman Jewison,William Harrison,6.5,30621.0,"Maud Adams,Andrew Bryniarski,John Normington,Leo Thompson,James Caan,David Hemblen,Moses Gunn,LL Cool J,Burt Kwouk,Oleg Taktarov,John Houseman,Pamela Hensley,Barbara Trentham,Rebecca Romijn,Jean Reno,Shane Rimmer,Janet Wright,Chris Klein,Naveen Andrews,Kata Dobó,John Beck",en,United Artists-Algonquin,1975-06-25,0.0,30000000.0,125.0,future-dystopia-sports-games-roller skating-future sport,3820921.1254840577,12643577.384206384
Rooster Cogburn,movie,"Adventure,Drama,Western",Stuart Millar,"Charles Portis,Martha Hyer",6.8,13587.0,"Jon Lormer,Paul Koslo,Katharine Hepburn,Lane Smith,Richard Jordan,Jack Colvin,John Wayne,Richard Romancito,John McIntire,Anthony Zerbe",en,Universal Pictures-Hal Wallis Productions,1975-11-01,0.0,8022000.0,107.0,gunslinger-rape-sequel-battle,-1553024.9384480508,3088510.004319571
Shampoo,movie,"Comedy,Drama",Hal Ashby,"Robert Towne,Warren Beatty",6.4,14887.0,"Spake,Andrea Parker,Andy Dick,Peggy Miley,Bettina Berger,John Tobias,Caryne Shea,Myrtle Sarrosa,Lee Grant,Marina Niel,Goldie Hawn,Jay Robinson,Jack Warden,Jessie Jones,Julie Christie,Ruan Morais,Wim Bax,Will Sasso,Sherri Shepherd,Daniel Rasek,Eric Roberts,Jason Chen,Catherine Vandome,Jasper Faber,Tim Whitnall,Nikki Cox,George Furth,Luc Lutz,Tiago Carmo,Kevin Connolly,Tony Bill,Helen Smee,Douglas Torres,Queenie,Kaike Dutra,Luana Anders,Claire Castro,Eddie McClintock,Russell J. Gannon,Joe Jitsukawa,Nicola Sacks,Teejay Marquez,Royce Cabrera,Alex Craig Mann,Andrea Del Rosario,Warren Beatty,Kristoffer Martin,Geovanna Antoinette,Ann Weldon,Jeannie Elias,Ravi Patel,Zachary Levi,Cubano,Emma Robson,Stephanie Hodge,Marcus Clarke,Sandro Bullack,Scott Lipscomb,Justin Berfield,Bobcat Goldthwait,Joel Filipe Duarte,Elle Villanueva,Grace Aiello Antczak,Elly Fairman,Sara Rue,Thea Tolentino,Lucinda Chambers,Sjolanda Velland,Derrick Monasterio,Alber Charles,Joris Lutz,Geoff Pierson,Courtney Brooks,Mon Confiado,Dennise M. Kowalczyk,Peter DiMaggio,Bart Kwan",en,Columbia Pictures-Persky-Bright Productions,1975-02-11,4000000.0,49407734.0,110.0,hairdresser-presidential election-los angeles california-beverly hills-sex comedy-1960s,13217732.9713635,17716815.281099934
Shivers,movie,"Horror,Sci-Fi",David Cronenberg,David Cronenberg,6.3,24640.0,"Chester Gan,Teresa Marczewska,Joe Silver,Trevor Eyster,Tom Way,Wladyslaw Kowalski,Meg Davis,Iris Quinn,Bogdan Koca,Ronald Mlodzik,Lesley-Anne Down,Louise Vincenot,Zdzislaw Wardejn,Ned Harkness,Rochelle Vallese,Marek Kondrat,Camil Ducharme,Dick Elliott,Hanna Poznanska,James Eckhouse,Boguslaw Linda,Teresa Sawicka,Barbara Steele,Susan Petrie,Courtney Gains,Justin Irish,Florence Lake,Amber Susa,Lynn Lowry,Barry Baldaro,Zygmunt Bielawski,Time Winters,Meganne Kocher,Jerzy Binczycki,Mark Lindsay Chapman,Paul Hampton,Kaefan Shaw,Rodney Sherwood,Priscilla Morrill,Tomasz Hudziec,Chandra Cogburn,Kim Witherbee,Michael Davis,Sione Unga,Allan Kolman,Harry Langdon",en,Canadian Film Development Corporation (CFDC)-Cinépix-DAL Productions,1975-10-10,179000.0,1000000.0,88.0,panic-attack-sexual attraction-zombie-organ transplant-parasite-infestation-sex fiend,161739.62923250647,136750.577657744
Sholay,movie,"Action,Adventure,Comedy",Ramesh Sippy,"Javed Akhtar,Salim Khan",8.1,60369.0,"Sanjeev Kumar,Sana Khan,Divya Dutta,Amitabh Bachchan,Jaya Bachchan,Meher Vij,Satyendra Kapoor,Muzaffar Adeeb,Hema Malini,Amaan,Sajjad Delafrooz,Muzamil Ibrahim,Dharmendra,A.K. Hangal,Kay Kay Menon,Humayun Qureshi,Sultan Rahi,Mustafa Qureshi,Iftekhar,Karan Tacker,Qamar Jehan,Saiyami Kher,Leela Mishra,Jamal Baber,Talat Iqbal,Nanha,Amjad Khan,Anjuman,Vinay Pathak,Pakkhi Guptaa,Ejaz Durrani",hi,Sippy Films-NH Studioz,1975-08-15,408000.0,4800000.0,204.0,fight-village-police-bandit,75415.28789256336,1086362.2492957916
Three Days of the Condor,movie,"Crime,Mystery,Thriller",Sydney Pollack,"James Grady,Lorenzo Semple Jr.,David Rayfiel",7.4,65345.0,"Tina Chen,Don McHenry,John Houseman,Addison Powell,Max von Sydow,Robert Redford,Cliff Robertson,Faye Dunaway,Walter McGinn,Michael Kane",en,Dino De Laurentiis Company-Paramount-Tom Ward Enterprises-Wildwood Enterprises,1975-09-24,7800000.0,41509797.0,117.0,cia-office-conspiracy-condor-christmas-political thriller,10526099.264141398,9747011.705558993
Tommy,movie,"Drama,Musical",Ken Russell,"The Who,Ken Russell,Pete Townshend,John Entwistle,Keith Moon",6.6,23394.0,"Chris Bingham,Alexander Nixton,Moa Gammel,Apoorva Arora,Janet Watson Kruse,Mark Nelson,Victoria Leonard,Kunal Singh,Daniel Storey,Mumtaj,Lykke Li,Lance Birley,Tine van den Brande,Gordon Winarick,John Entwistle,Bobby Gold,Steve Edwards,Buster Caldwell,Edie Falco,Nora von Collande,Natalie Read,Joshua Plummer,Olivia Lucy Phillip,Tom Churchill,Michael Landon,Niamh Devereux,Jorge Moreno,Callum Williamson,Pierre Bittencourt,Michael Brouillet,Ryan Simms,Lightning,Jake Vargas,Fridtjov Såheim,Ashley Boland,Richard Gorton,Liat Bello,Tonye Patano,Eric Wareheim,Jim Annan,Duncan Hess,Neil Sunley,Robert Powell,Annette Kreft,Jack Galvin,Maarten Bosmans,Gagan Arora,Michael Witney,Ray Teal,Tommy Karlsen,Hartmut Schreier,Martin Nadin,Liam Kiney,Rhys Coiro,Eden Gladstone Martin,Paul Bratt,Paul Dubé,Carissa McPherson,Mike Paterson,Alicia Foster,David Cesmeci,Robyn Von Arx,Giorgio Vavassori,Ari Newman,Cedric L. Williams,Urban Bergsten,Alberto Domingo Pérez Lucio,Brett Rogers,Joel Vieira,Lee Jacobsz,Jay Saward,Peter Birkett,Ola Rapace,Yon Tumarkin,Robin Wardle,Steinar Sagen,Barry Smith,Sarah Barzyk,Alicia Attwood,Eddie Fontaine,Azzan Jack,Victor Sen Yung,Genevieve Mora,Max Birkett,Pontus Ströbaek,Josh McKenzie,Ethan Dumont,Donis Leonard Jr.,Robert Stoltenberg,Jürgen Vogel,Bjørn Sundquist,Tasha Smith,Dorothy Provine,Sebastian Sacco,Sasha Diamond,Nova Villa,Hainsley Lloyd Bennett,Roland La Starza,David Burfoot,Fred Willard,Inez Buckner,Daniel Moreshet,Dana Berger,Eric Clapton,Lea Zoë Voss,James Atherton,Luna Jordan,Peter Weiß,Brad James,Kalagata Yashwanth Kumar,Robert Gothie,Kieran White,Jack Kemp,Nick Miller,Josh Beren,David Wayman,Hira Ashar,Maria Joana,Kent Faulcon,Eric Herson-Macarel,Caroline Tosti,William Reynolds,Daniele Balconi,Ilkka Olavi,Kadèr Gürbüz,Deepak,Arthur Solinap,Ewa Fröling,Angel Satsumi,Aybi Era,Raghu Babu,Sebastian Fräsdorf,Alexej Manvelov,Shay Cahill,Jack Nicholson,Alexander Stocks,Joel Davidge,Adelaide Clemens,Mark Tijsmans,Lorne Greene,Lou Viguier,Trond Fausa,Johan Rabaeus,Richard X. Slattery,Renata Cantú,Laura Morgan-Kelly,Efrat Ben-Yaakov,Liron Levo,Venu Madhav,Roger Daltrey,Oleg Tikhomirov,Jamie Robinson,Will de Sallis,Michel Guillaume,Robert Ridgely,Kali Cook,Teddy Quinn,Stephen Degenaro,Michael V.,David Frankham,Willy D'Almeida,Adam Morgan,Tanya Lee,Doug Erholtz,Lynne Newton,Carson Mutz,Michael Jai White,Ignacio de la Lastra,Deborah Doran Renshaw,Tania Kloek,Caio Guarnieri,Scott Alcroft,Victor Chi,Manjot Singh,Avigail Harari,Aren Devlin,Conny Petersén,Libby Williams,Mosang,Keshav Sadhna,Tyrell Lewis,Andrew Shire,Nina Kronjäger,Neil Bignell,Angel Dixon,Jo De Meyere,Stephen Nelson,Robert Skjærstad,Oliver Reed,Russell G. Jones,Simone Ball,Cocoa Brown,Manilyn Reynes,Kostas Angel,Gerald Maliqi,Dan Blocker,Bart Slegers,Sebastian Conforte,Werner De Smedt,Mumtaz,Vladimir Caamano,Oz Zehavi,Anders Baasmo,Ingela Olsson,Shreya Mehta,Elia Blanc,Erez Ronen,Wilfried Klaus,Bill Butts,Linus Kranich,Whitney Evenchik,Crystle Stewart,Michael Chu,Charles 'Bud' Tingwell,Elena Casoni,Elisabeth Baulitz,Chris Nicholls,Mason Parker,Madhu Babu,Jess Fowler,Rebecca Huys,Sam McKillen,Janna Dominguez,Brigitte Aubry,Ceili Olney,Ankit Motghare,Geoff Bell,Rachel Wilde,Pushkar Gajanana,Ludo Hellinx,Jacob Melling,Jean-Christophe Bouvet,Steven Van Zandt,Jamie Adamson,Ann-Margret,Frank Puglia,Tim Heidecker,Giulia Manzini,Darren Mort,Andrew Orozco,Omar Wilder,Darius Perkins,Brigitte Graham,John Lynch,Konstantin Wecker,Janet De Gore,Jason Olive,Keith Moon,Michael Kiselak,Jérémy Parisi,Jin Ng,Freyja Faraday,Paul Kaye,Marian Saastad Ottesen,Tom Cahill,Thomas Sadoski,Matt Scaletti,Eoin Duffy,Joel Morales,Rudy Millard,George Mallaby,Atticus Cohen-Yelle,Rhys Taylor,Elton John,Robert McQueeney,Boogie,Sheldon Kartreiber,Lakshmi Alapati,Hunter Goligoski,Joseph Lyle Taylor,Mike Walsh,Pontus Djanaieff,Jack E. Curenton,Karl Heaver,Paul Nicholas,John Feir,Peter Richardson,Louise White,Derek Carey Vernon,Leon Black,Anthea Carpenter-Procter,Sam Smith,Ayelet Margalit,Roger Davis,James Cuffe,Christopher Corey Smith,Dominic Raacke,Michael Chernus,Cay Helmich,Kit Reilly,Ronnie Henares,Bernhard Piesk,Rohan Taylor-Knight,Alessandra Mendez",en,Hemdale Film-Robert Stigwood Organization (RSO),1975-03-19,5000000.0,34251525.0,111.0,christmas party-musical-christmas tree-satire-mute-pinball-midnight movie-cult film-rock opera-post war-cult leader-blindness-pinball machine-holiday camp-visually impaired person-christmas lights-cult of celebrity,11484281.475569217,1617178.4466072011
All the President's Men,movie,"Drama,History,Thriller",Alan J. Pakula,"Carl Bernstein,Bob Woodward,William Goldman",7.9,130457.0,"David Raymond,Stephen Collins,Martin Balsam,Meredith Baxter,Mehdi Hashemi,Shila Khodadad,Richard Strimer,Charlie Tan,Kheng Hua Tan,Zureen Abd Rahman,Nasim Adabi,Ned Beatty,Mohammad Bahrani,Hannah Toriumi,Nazanin Bayati,Hal Holbrook,Ray Kuan,Pierre Png,Mahnaz Afshar,Siamak Ansari,Houman Seyyedi,Robert Redford,Marcus Ng,Jack Warden,Irene Ang,Charlotte Mae Ellison,Dustin Hoffman,Jason Robards,Bahareh Kian Afshar,Amir Mahdi Jule,Jane Alexander,Gurmit Singh",en,Wildwood Enterprises,1976-01-18,8500000.0,7060000.0,138.0,washington dc usa-journalist-newspaper-burglar-fbi-wiretap-watergate scandal-plan-shadowing-politics-based on true story-conspiracy-newspaper man-watergate,3362885.64540568,2392305.8559932685
The Bad News Bears,movie,"Comedy,Drama,Family",Michael Ritchie,Bill Lancaster,7.3,26042.0,"Catherine Hicks,Jackie Earle Haley,Chris Barnes,Joyce Van Patten,Tatum O'Neal,J. Brennan Smith,Alfred Lutter III,Erin Blunt,Tricia Cast,Sparky Marcus,Meeno Peluce,Billy Jayne,Vic Morrow,Walter Matthau,Shane Butterworth,Kristoff St. John,Jack Warden,Gary Lee Cavagnaro,Corey Feldman,Ben Piazza",en,Paramount,1976-01-01,9000000.0,42349782.0,102.0,california-baseball-sports-coach-alcoholic-little league-kids’ sports team,9683303.419654116,1856034.739184436
The Blue Bird,movie,"Adventure,Drama,Family",George Cukor,"Tony Harrison,Alfred Hayes,Aleksei Kapler,Maurice Maeterlinck,Hugh Whitemore",5.4,1315.0,"Michal Levi,Margarita Terekhova,Yehuda Buchbut,Pauline Gilmer,Margaret Murray,Ava Gardner,Mikhail Kukuyuk,Spring Byington,Elizabeth Taylor,Hajime Inoue,H.R. Hignett,Hiroyuki Kishi,Liya Akhedzhakova,Todd Lookinland,Kobi Maimon,Emma Lowry,Shûta Aoki,Won Gong,Hiroshi Abe,Katherine Bianchi,Carlotta Addison,Vladimir Kenigson,Rina Zelyonaya,Laura Hope Crews,Kim Mi-rim,Tula Belle,Oleg Popov,Ernest Hendrie,William J. Gross,Nao Ishizaki,Soonil Han,Yonatan Gotlib,Hosang Hwang,Vasiliy Livanov,Florence Anderson,Moe Arai,Olive Walter,Doris Lytton,Assiya Akhat,Jessie Ralph,Lyudmila Gnilova,Lillian Cook,Edward Rigby,Jane Fonda,Shirley Temple,Cicely Tyson,Georgiy Vitsin,Gertrude McCoy,Yûko Araki,Nigel Bruce,Edwin E. Reed,Johnny Russell,Hyeran Go,Yuriy Yakovlev,Evgeniy Grishkovets,Gale Sondergaard,Sungmin Hwang,Ayumi Ito,Nadezhda Pavlova,Nati Kluger,Naya Federman,Norma Page,Sooeun Kim,E.A. Warburton,Omer Nudelman,Helen Ericson,Gilad Kletter,Patsy Kensit,Sybil Jason,Osamu Shigematu,Eddie Collins,Robin Macdougall,Youngman Cho,Yeonji Lee,Amit Hechter,Edward Elkas,Kim Or Azulay,Jongchan Kim,Kanata Hongô",en,20th Century Fox-Lenfilm-Sovinfilm-Edward Lewis Productions,1976-04-05,12000000.0,887000.0,95.0,fairy tale-family,246804.68286409124,208132.0493063936
Carrie,movie,"Horror,Mystery",Brian De Palma,"Stephen King,Lawrence D. Cohen",7.4,216729.0,"Sally Ann Triplett,Michaela Watkins,Zoë Belkin,Charlotte d'Amboise,Skivon Hardy,Barry Kelley,Vicky McClure,Sofia Maruci,Bogumila Trzeciakowska,Courtney Gaudin,Sissy Spacek,Michelle Blenker,Hugo Harold-Harrison,Denise Sanders,Maya Erskine,Portia Doubleday,Mary Murphy,Veronika Lazorcáková,Doris Haag,Horst Beck,Gene Anthony Ray,Julian Jackson,Jacob Hopkins,Ray Teal,Catherine Coffey,Günther Schramm,Maria Litto,Angela Bettis,Emilie de Ravin,Nancy Allen,P.J. Soles,Angela Pschigode,Tye Mason,Ansel Elgort,Tim Gebbels,Izabella Dudziak,Tommy Dewey,Eddie Albert,John Miranda,Jennifer Jones,Cezary Lukaszewicz,Sophie Woolley,Victoria Wright,Callin Öhrvall,Julianne Moore,Megan Ferguson,Rumor Lisa,William Reynolds,Olga Rayska,Mark Heap,Dominika Probachta,Miriam Hopkins,Jesse Wallace Jr.,Linzi Hateley,Jessica McDonald,Sara Berner,Paul Gyngell,Lorenza Izzo,Carrie,Gary Coburn,Jaedon Cooper,Sydney Lassick,Laurence Olivier,Franziska Pigulla,Erich Uhland,Julia Rocka,Dorian Brown Pham,Joanna Bonaro,Katie Strain,Zak Orth,Basil Ruysdael,Darlene Love,Demetrius Joyette,Meghan Black,Lucinda Jurd,John Travolta,Priscilla Pointer,Piper Laurie,Keyaira Agustus,Michèle Belgrand,Mat Fraser,Klaudia Janas,Patricia Clarkson,Kiruna Stamell,Gunnar Möller,Jane Santos,Tobias Mehler,Emily Whalen,William Katt,Sean Clark,Katharine Isabelle,Jesse Cadotte,Audrey Sourdive,Kandyse McClure,Karissa Strain,Adam J. Harrington,Mic Graves,Tara Lynne Barr,Gareth Tunley,Gudrun Thielemann,Gabriella Wilde,Julie Berman,Samantha Weinstein,Amy Irving,Rena Sofer,Aunika Hawkins,Julia Chatys,Crista Flanagan,Peter Mitchell,Kacper Dykban,Gerd Frickhöffer,Uta Sax,Rosamund Hanson,Chloë Grace Moretz,Barbara Cook,Chelan Simmons,Betty Buckley,Christian J. Simon,Anna Krotoska,Nyasha Hatendi",en,United Artists,1976-11-03,1800000.0,25878153.0,98.0,based on novel or book-cemetery-isolation-stage-bible-telekinesis-revenge-unrequited love-prom-teacher-teenage girl-school-religion-cruelty-rage-humiliation-crucifix-praying-outsider-taunting-abusive mother-firestorm-school bullying,14909232.956469469,10064754.81375147
The Cassandra Crossing,movie,"Drama,Thriller",George P. Cosmatos,"Robert Katz,George P. Cosmatos,Tom Mankiewicz",6.3,10419.0,"Lee Strasberg,O.J. Simpson,Ingrid Thulin,Ava Gardner,Lionel Stander,Ann Turkel,Richard Harris,Burt Lancaster,Martin Sheen,Sophia Loren",en,International Cine Productions-Associated General Films-ITC Entertainment,1976-12-18,6000000.0,15300000.0,129.0,suicide-hippie-terrorist-bridge-quarantine-murder-train crash-drug dealing-doctor-train-disease-drugs-dog-plague-disaster movie-suicide bomber-germ warfare-fake priest,6951979.479242795,1812193.0782868452
The Enforcer,movie,"Action,Crime,Thriller",James Fargo,"Harry Julian Fink,Rita M. Fink,Stirling Silliphant,Dean Riesner,Gail Morgan Hickman,S.W. Schurr",6.7,50968.0,"Jeff Gane,Noel Trevarthen,Dick Butkus,Aaron Cohen,Michael Gough,Ross Harper,Antonio Banderas,Paula Keenan,Sean Buchanan,Kate Bosworth,William Dixon,Dean Birrell,Roy Roberts,Pat Fraley,Julie Dove,Margaret Cruickshank,Paul Karo,Megan Parlen,Samantha Doane,Allen Theosky Rowe,Stephen Chang,Michael Hurst,Rafael J. Noble,Jet Miller,Adrian Keeling,Danso Gordon,2 Chainz,Grant Bartlett,Steven Smurzynski,Zolee Griggs,Matt Fien,Eric Schniewind,Sandy Harbutt,Mieko Hillman,Carl Anthony Payne II,DeVeren Bookwalter,Kika Georgiou,Ronnie Quillen,Don Beddoe,Barbara Stephens,Kevin Keeling,Cameron Bartlett,Connor Mills,Jocelyn Jones,Mila Harris,Mary Kay Bergman,Frank Irvine,Barret Horiuchi,Sinead Matthews,Susan Blu,John Mitchum,Riley Smith,Lyndall Moor,Kelvin Millhouse,Sierra Mercier,Jonas Armstrong,Amber Barretto,Zero Mostel,Grant Boucher,Dee Bradley Baker,Adelaide Klein,Alexis Ren,Everett Sloane,Teresa Hill,Kevin Sorbo,Jesse Richardson,Mark Rhino Smith,Jeannie Elias,King Donovan,Ryder Duncan,James Pentecost,Ian Ritter,Barbara Mason,Clint Eastwood,Daniella Deutscher,Michael Tolan,Victor Brandt,Robert Bruning,Young Dylan,Davis Noir,Hedy Wong,Martin Reyes,Terry O'Neill,Tony Ward,Jed Brophy,Celina Smith,Natalya Tsvetkova,Bradford Dillman,Rodney J. Hobbs,Gianna Gem,Adam Frost,Seth Gamble,Bob Steele,Luke Bouchier,Tyne Daly,Mojean Aria,Humphrey Bogart,Earl Boen,Cyril Ortega,Bob Hoy,Edward Asner,Melinda Joan Reed,Tony Pope,Justin Godde,Ted de Corsia,Fabrizio Santino,André Kovachevitch,Hero Hunter,Jay Hernandez,Phillip Glasser,Derek Shaun,John Crawford,Ben Dawson,Harry Guardino",en,Malpaso Productions-Warner Bros. Pictures,1976-12-20,9000000.0,46236000.0,96.0,san francisco california-alcatraz prison-damage-inspector-magnum-dirty harry,6054929.656173211,10474961.056280538
Eraserhead,movie,"Fantasy,Horror",David Lynch,David Lynch,7.3,135738.0,"Jack Nance,Charlotte Stewart,Jack Fisk,Leon Thomas,Jeanne Bates,Jean Lange,Allen Joseph,V. Phipps-Wilson,Laurel Near,Patrícia Niedermeier,Kyle Kallgren,Judith Roberts,Thomas Coulson",en,American Film Institute (AFI),1977-03-19,100000.0,7000000.0,89.0,baby-mutant-claustrophobia-nightmare-parents-in-law-pencil-surrealism-torture-parallel world-cult film,2822513.301452772,991230.2865745582
